"Nombre","Escala","Detalle","Serie","Embalaje","Peso","Precio"
"Kampfer Amazing","1/144","High Grade","Build Fighters",4446,365,17.06
"Wing Gundam Zero Honoo","1/144","High Grade","Build Fighters",4446,341,17.06
"Dom R35","1/144","High Grade","Build Fighters",4446,393,17.06
"Zaku Half Cannon","1/144","High Grade","Gundam The Origin",4446,346,17.06
"Kamiki Burning Gundam","1/144","High Grade","Build Fighters",4460.82,343,17.06
"Sengoku Astray Gundam","1/144","High Grade","Build Fighters",4464.37,315,17.06
"Gundam Astray Gold Frame Amatsu Mina","1/144","High Grade","Gundam SEED",4469.4,352,17.06
"Shiranui Akatsuki Gundam","1/144","High Grade","Gundam SEED",4476.4,446,22.74
"Owashi Akatsuki Gundam","1/144","High Grade","Gundam SEED",4476.4,320,22.74
"Strike Freedom Gundam","1/144","High Grade","Gundam SEED",4476.4,320,15.16
"Destiny Gundam","1/144","High Grade","Gundam SEED",4476.4,341,15.16
"Blu Duel Gundam","1/144","High Grade","Gundam SEED",4476.4,341,15.16
"Providence Gundam","1/144","High Grade","Gundam SEED",4476.4,322,14.21
"Chaos Gundam","1/144","High Grade","Gundam SEED",4476.4,322,14.21
"Gaia Gundam","1/144","High Grade","Gundam SEED",4476.4,322,14.21
"Ginn Hi Maneuver 2","1/144","High Grade","Gundam SEED",4476.4,308,14.21
"Gouf Ignited Mass Production Type","1/144","High Grade","Gundam SEED",4476.4,322,14.21
"Gaia Gundam Andrew Waldfeld Custom","1/144","High Grade","Gundam SEED",4476.4,285,14.21
"Legend Gundam","1/144","High Grade","Gundam SEED",4476.4,314,14.21
"Murasame Andrew Waldfeld Custom","1/144","High Grade","Gundam SEED",4476.4,325,14.21
"Murasame Production Type","1/144","High Grade","Gundam SEED",4476.4,330,14.21
"MSA-0011","1/144","No-Grade","Gundam Sentinel",4476.4,394,13.27
"GW-9800-B Gundam Air Master Burst","1/100","No-Grade","Gundam X",4476.4,424,11.84
"MS-06R-1A Shin Matsunaga`s Customize Zaku II","1/144","High Grade","UC",4478.4,336,15.16
"Reversible Gundam","1/144","High Grade","Build Fighters",4479.55,408,17.06
"Gundam 00 Sky","1/144","High Grade","Build Divers",4481.92,435,20.85
"R-Gyagya","1/144","High Grade","Build Fighters",4487.99,381,17.06
"Ewac-Zack","1/144","High Grade","UC",4499.96,336,15.16
"Prototype Gofu","1/144","High Grade","Gundam The Origin",4503,344,17.06
"Zeta Gundam","1/144","High Grade","UC",4503,424,17.06
"ZII","1/144","High Grade","UC",4505.76,345,22.74
"Gouf Ignited Heine Custom","1/144","High Grade","Gundam SEED",4514.48,322,14.21
"ZGMF-1001/M Blaze Zaku Phantom Dearka Elthman Use","1/144","High Grade","Gundam SEED",4514.48,330,14.21
"Zaku I","1/144","High Grade","(Gundam Thunderbolt)",4520.06,319,17.06
"Winning Fumina","1/144","High Grade","Build Fighters",4520.88,344,22.74
"LHM-BB01 Minerva","1/1700","EX","EX Model",4523.52,314,37.9
"LHM-BB01 Minerva","1/1700","EX","EX Model",4523.52,314,37.9
"Full Armor Gundam","1/144","High Grade","(Gundam Thunderbolt)",4529.6,472,25.58
"Geara Doga","1/144","High Grade","UC",4535.3,367,17.06
"ZGMF-X19A Infinite Justice Gundam","1/144","High Grade","Gundam SEED",4535.3,330,15.16
"Strike Rouge IWSP","1/144","High Grade","Gundam SEED MSV",4535.3,322,14.21
"MS-14S Char`s Gelgoog","1/144","High Grade","UC",4535.3,367,14.21
"RX-79BD Blue Destiny Unit 2","1/144","High Grade","UC",4535.3,321,14.21
"RX-79","1/144","High Grade","UC",4535.3,328,14.21
"RX-79BD-1 Blue Destiny Unit 1","1/144","High Grade","UC",4535.3,311,14.21
"RX-79BD-3 Blue Destiny Unit 3","1/144","High Grade","UC",4535.3,367,14.21
"MSA-005 Methuss","1/144","High Grade","UC",4535.3,295,13.27
"MSM-04 Acguy","1/144","High Grade","UC",4535.3,295,13.27
"Mobile Worker MW-01 Model 01 Late Type","1/144","High Grade","Gundam The Origin",4536,357,17.06
"GM Sniper K9","1/144","High Grade","Build Fighters",4544.8,386,17.06
"Gundam Ez-SR","1/144","High Grade","Build Fighters",4544.8,391,17.06
"Arbion Limited Edition","1/1700","EX","EX Model",4559.17,335,42.64
"AMS-129 Geara Zulu","1/144","High Grade","UC",4559.17,335,17.06
"Cgue D.E.E.P. Arms","1/144","High Grade","Gundam SEED MSV",4559.17,315,14.21
"R13 Providence Gundam","1/144","Remaster","Remaster Ver.",4559.17,301,14.21
"R09 Forbidden Gundam","1/144","Remaster","Remaster Ver.",4559.17,313,14.21
"R10 Raider Gundam","1/144","Remaster","Remaster Ver.",4559.17,311,14.21
"V2 Assault Gundam","1/100","High Grade","V Gundam",4559.17,388,14.21
"Luna Gazer Gundam","1/144","High Grade","Build Fighters",4560,359,18.95
"Gundam Amazing Exia","1/144","High Grade","Build Fighters",4560,338,17.06
"Dahak","1/144","High Grade","Reconguista in G",4560,309,17.06
"AGX-04 Gerbera Tetra","1/144","High Grade","UC",4560,345,17.06
"Hyaku Shiki","1/100","No-Grade","Z Gundam",4573.88,362,9.48
"D-50C Loto Twin Set","1/144","High Grade","UC",4576.42,339,15.16
"Gundam Mk-II","1/100","No-Grade","Z Gundam",4579.19,373,9.48
"R15 Freedom Gundam","1/144","Remaster","Remaster Ver.",4583.04,304,14.21
"Gundam The End","1/144","High Grade","Build Fighters",4584,320,20.85
"Denial Gundam","1/144","High Grade","Build Fighters",4584,357,17.06
"Ogre Gn-X","1/144","High Grade","Build Divers",4588.58,352,18.95
"MSA-0011","1/144","No-Grade","Gundam Sentinel",4594.2,381,13.27
"GAT-X103AP Verde Buster Gundam","1/144","High Grade","Gundam SEED",4600.13,355,15.16
"Super Fumina Axis Angel Ver.","1/144","High Grade","Build Fighters",4608,360,20.85
"Gundam RXF91 Custom","1/100","No-Grade","Silhouette Formula  in U.C.",4612.61,364,17.06
"Unicorn Gundam 02 Banshee","1/144","High Grade","UC",4618.38,333,15.16
"105Dagger + Gunbarrel","1/144","High Grade","Gundam SEED MSV",4618.38,326,14.21
"Dread Nought Gundam","1/144","High Grade","Gundam SEED MSV",4618.38,293,14.21
"R14 Justice Gundam","1/144","Remaster","Remaster Ver.",4618.38,312,14.21
"V-Dash Gundam","1/100","High Grade","V Gundam",4618.38,407,14.21
"ZGMF-2000 Yzak Jule Custom Gouf Ignited","1/144","High Grade","Gundam SEED",4633.28,322,14.21
"Unicorn Gundam Destroy Mode Titanium Finish","1/144","High Grade","UC",4642.56,363,39.8
"MSM-04G Juaggu","1/144","High Grade","UC",4642.56,348,16.11
"V2 Buster Gundam","1/100","High Grade","V Gundam",4642.56,392,14.21
"GSX-401FW Stargazer Gundam","1/144","High Grade","Gundam SEED",4648.18,348,15.16
"MSM-07S Char`s Z`Gok","1/144","Real Grade","Real Grade (RG)",4653.1,392,23.69
"GX-9901-DX Gundam Double X","1/100","No-Grade","Gundam X",4654.65,417,14.21
"MS-21C DRA-C","1/144","High Grade","UC",4657.54,342,18.95
"R17 Perfect Strike Gundam","1/144","Remaster","Remaster Ver.",4657.54,351,16.11
"Sword Impulse Gundam","1/144","High Grade","Gundam SEED",4657.54,322,14.21
"NRX-0013 Gundam Virsago","1/100","No-Grade","Gundam X",4663.07,361,14.21
"RX-78 GP01 Gundam GP01 Zephyranthes","1/144","Real Grade","Real Grade (RG)",4672.51,396,23.69
"MBF-P02 Gundam Astray Red Frame","1/144","Real Grade","Real Grade (RG)",4672.51,358,23.69
"G-Lucifer","1/144","High Grade","Reconguista in G",4689.9,361,18.95
"Z Gundam Extra Finish","1/144","High Grade","UC",4712,390,30.32
"RX-78-2 Gundam","1/144","Real Grade","Real Grade (RG)",4712,426,23.69
"RX-78 GP01Fb Gundam GP01 Full Vernian","1/144","Real Grade","Real Grade (RG)",4712,423,23.69
"Hi-Nu Gundam Vrabe","1/144","High Grade","Build Fighters",4712,462,22.74
"Gundam Love Phantom","1/144","High Grade","Build Divers",4712,429,20.85
"Striker GN-X","1/144","High Grade","Build Fighters",4712,401,18.95
"NRX-044 Asshimar","1/144","High Grade","UC",4712,476,18.95
"Unicorn Gundam 02 Banshee Norn","1/144","High Grade","UC",4712,432,18.95
"Geara Doga","1/144","High Grade","UC",4712,367,17.06
"MS-09 Dom / MS-09R Rick-Dom","1/144","High Grade","UC",4712,383,16.11
"RX-78 GP03S Gundam GP03 STAMEN","1/144","High Grade","UC",4712,360,15.16
"MS-09F Dom Tropen Sand brown","1/144","High Grade","UC",4712,367,15.16
"MSZ-006 Z-Gundam","1/144","High Grade","UC",4712,377,15.16
"Gundam Sandrock Custom","1/100","High Grade","Gundam W Endless Waltz",4712,391,15.79
"Rick Dias","1/100","No-Grade","Mobile Suit Gundam",4712,412,11.37
"GAT-X105E Strike Noerl Gundam","1/144","High Grade","Gundam SEED",4721.18,322,14.21
"Try Burning Gundam","1/144","High Grade","Build Fighters",4723.2,346,17.06
"YMS-09 Tropical Test Type Dom","1/100","No-Grade","MSV",4728.72,331,9.48
"OZ-00MS Tallgeese EW","1/144","Real Grade","Real Grade (RG)",4770.9,467,23.69
"MS-06F/J  Zaku II","1/100","Master Grade","MG Gundam",4774,516,23.69
"MS-06S Char`s Zaku II","1/100","Master Grade","MG Gundam",4774,500,23.69
"Unicorn Gundam 02 Banshee Norn","1/144","High Grade","UC",4776.96,356,16.11
"Arms Astray PMC Custom Leons Graves Custom","1/144","High Grade","Gundam SEED",4792.32,322,14.21
"RX-0 Unicorn Gundam [Premium `Unicorn Mode` Box]","1/144","Real Grade","Real Grade (RG)",4829.8,511,36.01
"RX-0 Unicorn Gundam","1/144","Real Grade","Real Grade (RG)",4829.8,511,36.01
"ZGMF-X42S Destiny Gundam","1/144","Real Grade","Real Grade (RG)",4829.8,429,23.69
"Hi-v Gundam","1/144","High Grade","UC",4829.8,375,20.85
"Gunpla Starter Set","1/144","High Grade","UC",4829.8,448,18.95
"Stark Jegan","1/144","High Grade","UC",4829.8,362,18.95
"PMX-001 Palace-Athne","1/144","High Grade","UC",4829.8,367,17.06
"MS-18E Kampfer","1/144","High Grade","UC",4829.8,379,17.06
"RMS-141 Xekueins","1/144","High Grade","UC",4829.8,367,15.16
"AMX-011 Zaku III Custom","1/144","High Grade","UC",4829.8,367,14.21
"AMX-004 Qubeley","1/144","High Grade","UC",4829.8,367,14.21
"AMX-004-2 Qubeley Mk-II","1/144","High Grade","UC",4829.8,367,14.21
"AMX-011 Zaku III","1/144","High Grade","UC",4829.8,369,14.21
"MS-09F Dom Tropen","1/144","High Grade","UC",4829.8,367,14.21
"RX-78 GP01Fb Gundam GP01 Full Vernian","1/144","High Grade","UC",4829.8,367,14.21
"MS-09R-2 Rick Dom II","1/144","High Grade","UC",4829.8,367,14.21
"RX-78 NT-1 Gundam NT-1","1/144","High Grade","UC",4829.8,330,14.21
"MS-06F Zaku II","1/144","Real Grade","Real Grade (RG)",4855.22,415,23.69
"XXXG-01H2 Gundam H-Arms Cusutom","1/100","High Grade","Gundam W Endless Waltz",4855.22,393,15.79
"XXXG-01W Wing Gundam EW","1/144","Real Grade","Real Grade (RG)",4861.86,416,23.69
"Unicorn Gundam 02 Banshee","1/144","High Grade","UC",4870.88,397,17.06
"Hyper Gyanko","1/144","High Grade","Build Fighters",4880.64,419,22.74
"Rick Dom II Light Green Version","1/144","High Grade","UC",4880.64,367,14.21
"W-Gundam Zero Custom","1/100","High Grade","Gundam W Endless Waltz",4880.64,429,15.79
"MS-14Fs Gelgoog Mrine Cima Custom","1/144","High Grade","UC",4886.54,375,14.21
"Delta Plus","1/144","High Grade","UC",4888.7,354,20.85
"GPB-04B Beacguy","1/144","High Grade","Gunpla Builders",4888.7,387,17.06
"MS-14A Gelgoog / MS-14C Gelgoog Cannon","1/144","High Grade","UC",4888.7,377,15.16
"GT-9600-D Gundam Leopard Destroy","1/100","No-Grade","Gundam X",4906.06,411,11.84
"ZZII","1/144","High Grade","Build Fighters",4910.4,429,24.64
"RGM-96X Jesta Cannon","1/144","High Grade","UC",4912.13,380,18.95
"Papagguy","1/144","High Grade","Build Fighters",4912.13,405,17.06
"MS-06S Char`s Zaku","1/144","Real Grade","Real Grade (RG)",4914.43,415,23.69
"ZGMF-X10A Freedom Gundam","1/144","Real Grade","Real Grade (RG)",4914.43,446,23.69
"WD-M01 Turn A Gundam","1/100","No-Grade","Turn A Gundam",4914.43,402,18.95
"Geara Zulu","1/144","High Grade","UC",4920.24,382,18.95
"Zeta Plus","1/144","High Grade","UC",4927.87,352,22.74
"GAT-X105 Aile Strike Gundam","1/144","Real Grade","Real Grade (RG)",4930.28,419,23.69
"RX-178 Gundam MK-II","1/144","Real Grade","Real Grade (RG)",4930.28,416,23.69
"Beargguy III","1/144","High Grade","Build Fighters",4930.28,404,17.06
"ZGMF-X20A Strike Freedom Gundam","1/144","Real Grade","Real Grade (RG)",4956.1,452,28.43
"RX-178 Gundam MK-II","1/144","Real Grade","Real Grade (RG)",4956.1,421,23.69
"XXXG-00W0 Wing Gundam Zero EW","1/144","Real Grade","Real Grade (RG)",4956.1,424,23.69
"Gundam SEED Mecha Set 1","1/144","EX","EX Model",4960,400,33.16
"Gundam SEED Mecha Set 1","1/144","EX","EX Model",4960,400,33.16
"RX-78 GP02A Gundam GP02 PHYSALIS","1/144","High Grade","UC",4960,457,18.95
"MSA-0011 S-Gundam","1/144","High Grade","UC",4960,390,17.06
"Hyaku Shiki + Mega Bazooka Launcher","1/144","High Grade","UC",4960,396,17.06
"RGM-79C GM Type C","1/100","Master Grade","MG Gundam",4960,516,23.69
"RGM-79C GM Type C","1/100","Master Grade","MG Gundam",4960,530,23.69
"RB-79 Ball Ver.Ka","1/100","Master Grade","MG Gundam",4960,397,18.95
"V2 Assault Buster Gundam","1/144","High Grade","UC",4960.65,380,18.95
"ZGMF-X09A Justice Gundam","1/144","Real Grade","Real Grade (RG)",4972.03,454,23.69
"ReZEL","1/144","High Grade","UC",4987.97,381,18.95
"Beargguy F","1/144","High Grade","Build Fighters",4989.68,428,17.06
"Cherdim Gundam Saga Type.GBF","1/144","High Grade","Build Fighters",4997.93,370,17.06
"RX-93-v2 Hi-v Gundam GPB Color","1/144","High Grade","Gunpla Builders",5032.85,377,20.85
"Mega-Shiki","1/144","High Grade","Build Fighters",5032.85,417,17.06
"Jegan Blast Master","1/144","High Grade","Build Divers",5040,428,18.95
"GN-0000+GNR-010 00 Raiser","1/144","Real Grade","Real Grade (RG)",5049.09,540,28.43
"Gundam Mk-II + Flying Armor","1/144","High Grade","UC",5059.2,476,18.95
"GF13-017NJ Shining Gundam","1/100","Master Grade","MG Other Gundam",5084,529,23.69
"RB-79 Ball","1/100","Master Grade","MG Other Gundam",5084,400,20.85
"White Base","1/1700","EX","EX Model",5109.42,359,36.01
"White Base","1/1700","EX","EX Model",5109.42,359,36.01
"Beginning 30 Gundam","1/144","High Grade","Gunpla Builders",5109.42,415,20.85
"Beargguy P","1/144","High Grade","Build Fighters",5116.94,412,17.06
"GAT-X105B/FP Build Strike Gundam Full Package","1/144","Real Grade","Real Grade (RG)",5118.36,459,23.69
"Master Gundam","1/100","High Grade","G Gundam",5133.2,393,11.84
"Gundam Astray Gold Frame Amatsu Mina","1/144","Real Grade","Real Grade (RG)",5177.86,515,28.43
"AMS-129 Geara Zulu Angelo Sauper Custom","1/144","High Grade","UC",5179.2,378,20.85
"Zee Zulu","1/144","High Grade","UC",5205.1,382,20.85
"Unicorn Gundam","1/144","Real Grade","Real Grade (RG)",5301,563,37.9
"RX-0 [N] Unicorn Gundam 02 Banshee Norn","1/144","Real Grade","Real Grade (RG)",5301,593,37.9
"MS-06F/J Zaku II","1/100","Master Grade","MG Gundam",5374.21,458,23.69
"GF13-017NJ II God Gundam","1/100","Master Grade","MG Other Gundam",5383.56,517,23.69
"Delta Gundam","1/144","High Grade","UC",5391.36,404,39.8
"Galbaldy Rebake","1/144","High Grade","Build Divers",5415,483,20.85
"RX-78-2 Gundam","1/100","Master Grade","MG Gundam",5435.33,479,23.69
"RX-78 Perfect Gundam","1/100","No-Grade","MSV",5442.23,403,13.27
"RX-78-3 G-3 Gundam","1/100","Master Grade","MG MSV",5471.45,481,23.69
"Qubeley","1/144","High Grade","UC Revive",5510.57,471,17.06
"GF13-021NG Gundam Spiegel","1/100","Master Grade","MG Other Gundam",5518.24,522,23.69
"Seravee Gundam Scheherazade","1/144","High Grade","Build Divers",5529,475,20.85
"RX-0 [N] Unicorn Gundam 02 Banshee Norn [Premium `Unicorn Mode` Box]","1/144","Real Grade","Real Grade (RG)",5536.6,594,37.9
"MSZ-010 ZZ Gundam","1/144","High Grade","UC",5580,446,21.79
"GN-0000 00 Gundam","1/100","No-Grade","Gundam",5580,524,26.53
"Guntank Early Type","1/144","High Grade","Gundam The Origin",5586,429,16.11
"MS-06-R-2 Johnny Ridden`s  Zaku II","1/100","No-Grade","MSV",5593.14,372,9.48
"MS-06R-2 Johnny Ridden`s Zaku II","1/144","Real Grade","Real Grade (RG)",5600.09,550,28.43
"Mrs. Loheng-Rinko","1/144","High Grade","Build Fighters",5642,365,23.69
"MS-06 Zaku Ground Attack Set","1/144","High Grade","UC",5642,438,20.85
"High Mobility Type Zaku II Ortega`s Custom","1/144","High Grade","Gundam The Origin",5643,421,20.85
"MSZ-006 Z Gundam","1/144","Real Grade","Real Grade (RG)",5660.3,556,28.43
"Gundam G-Self","1/144","High Grade","Reconguista in G",5700,478,23.69
"Amazing Strike Freedom Gundam","1/144","High Grade","Build Fighters",5700,478,21.79
"LCAM-01XA Archangel","1/1700","EX","EX Model",5704,471,42.64
"LCAM-01XA Archangel","1/1700","EX","EX Model",5704,471,42.64
"SVMS-010 Over Flag","1/100","No-Grade","Gundam",5704,466,20.85
"RX-78AL Atlas Gundam","1/144","High Grade","(Gundam Thunderbolt)",5760,425,21.79
"RX-93 Nu Gundam","1/144","High Grade","UC",5766,552,23.69
"RX-78 GP02A Gundam GP02A MLRS Specification","1/144","High Grade","UC",5766,481,20.85
"MSN-03 Jagd Doga Gunneys Guss Use","1/144","High Grade","UC",5766,476,20.85
"MSN-03 Jagd Doga Quess Ea Use","1/144","High Grade","UC",5766,476,20.85
"AMX-014 Doven Wolf","1/144","High Grade","UC",5766,483,20.85
"GPB-06F Super Custom Zaku F2000","1/144","High Grade","Gunpla Builders",5766,424,20.85
"Dreissen","1/144","High Grade","UC",5766,455,18.95
"Nu Gundam Metallic Coating Ver.","1/144","High Grade","UC",5886.28,438,47.38
"Core Booster Ver.Ka","1/100","Master Grade","MG V Gundam",5890,485,20.85
"Dreissen","1/144","High Grade","UC",5915.42,449,18.95
"Silver Bullet","1/144","High Grade","UC",5938.55,464,20.85
"Qubeley Papillon","1/144","High Grade","Build Fighters",5978.35,417,18.95
"Doven Wolf","1/144","High Grade","UC",6016.92,467,20.85
"Gundam Ground Type The Ground War Set","1/144","High Grade","UC",6096.15,463,20.85
"Zaku II + Big Gun","1/144","High Grade","(Gundam Thunderbolt)",6162.64,544,36.01
"MSA-0011`Ext` Ex-S Gundam","1/144","High Grade","UC",6200,552,23.69
"MSN-02 Zeong","1/144","High Grade","UC",6200,367,17.06
"GF13-017NJ II  Hyper Mode God Gundam","1/100","Master Grade","MG Other Gundam",6200,812,42.64
"RX-78-2 Gundam","1/100","Master Grade","MG Gundam",6200,620,28.43
"RGM-79N GM Custom","1/100","Master Grade","MG Gundam",6200,612,28.43
"RGM-79Q GM Quel","1/100","Master Grade","MG Gundam",6200,533,28.43
"RX-79","1/100","Master Grade","MG Other Gundam",6200,612,28.43
"MS-07B-3 Gouf Custom","1/100","Master Grade","MG Other Gundam",6200,612,28.43
"RX-78NT1 Gundam NT-1","1/100","Master Grade","MG Other Gundam",6200,612,28.43
"MS-07B Gouf","1/100","Master Grade","MG Gundam",6200,580,26.53
"GF13-001NH II Master Gundam","1/100","Master Grade","MG Other Gundam",6200,615,26.53
"MSA-003 Nemo","1/100","Master Grade","MG Z Gundam",6200,529,26.53
"RB-79K Ball The 08MS Ver.","1/100","Master Grade","MG Other Gundam",6200,483,22.74
"MS-06 Zaku II Custom Set 2","1/60","Perfect Grade","Perfect Grade (PG)",6283.2,466,28.43
"Moon Gundam","1/144","High Grade","UC",6324,515,28.43
"GN-002 Gundam Dynames","1/100","No-Grade","Gundam",6324,466,21.79
"Blitz Gundam","1/100","No-Grade","Gundam SEED",6324,450,18.95
"Gundam Tryon 3","1/144","High Grade","Build Fighters",6341.44,561,26.53
"High Mobility Type Zaku II `Psycho Zaku`","1/144","High Grade","(Gundam Thunderbolt)",6341.44,588,25.58
"Tallgeese III","1/100","High Grade","Gundam W Endless Waltz",6344.4,517,19.74
"Serpent Custom","1/100","High Grade","Gundam W Endless Waltz",6344.4,519,15.79
"ReZEL Type-C","1/144","High Grade","UC",6345.02,526,24.64
"GN-001 Gundam Exia EXF","1/100","No-Grade","Gundam",6364.8,495,47.38
"Zaku II + Big Gun","1/144","High Grade","(Gundam Thunderbolt)",6385.74,561,36.01
"MSN-06S Sinanju Titanium Finish","1/144","High Grade","UC",6386,509,49.27
"Master Gundam & Fuunsaiki","1/144","High Grade","FC",6386,542,24.64
"Gundam Astray Gold Frame","1/100","No-Grade","Gundam SEED",6386,489,37.9
"RX-78-5 Gundam G05","1/100","Master Grade","MG Other Gundam",6386,636,26.53
"RX-78-4 Gundam G04","1/100","Master Grade","MG Other Gundam",6386,617,26.53
"Providence Gundam","1/100","No-Grade","Gundam SEED",6386,527,23.69
"Gundam Astray Blue Frame 2nd L","1/100","No-Grade","Gundam SEED",6386,596,23.69
"Gundam Astray Green Frame","1/100","No-Grade","SEED Destiny",6386,491,23.69
"GN-001 Gundam Exia","1/100","No-Grade","Gundam",6386,466,21.79
"Aile Strike Gundam","1/100","No-Grade","Gundam SEED",6386,470,18.95
"Gundam Astray Red Frame","1/100","No-Grade","Gundam SEED",6386,446,18.95
"Hail Buster Gundam","1/100","No-Grade","SEED Destiny",6387.24,472,23.69
"Sinanju Stein","1/144","High Grade","UC",6417.93,502,24.64
"Vigina-Ghina","1/100","Reborn","Reborn-One Hundred",6428.45,497,30.32
"Buster Gundam","1/100","No-Grade","Gundam SEED",6438.63,444,18.95
"Unicorn Gundam 03 Phenex","1/144","High Grade","UC",6449.86,521,47.38
"MSN-06S Sinanju","1/144","High Grade","UC",6449.86,502,24.64
"RAS-96 Anksha","1/144","High Grade","UC",6449.86,452,24.64
"Byarlant Custom","1/144","High Grade","UC",6460.27,504,24.64
"Unicorn Gundam 03 Phenex","1/144","High Grade","UC",6512.28,465,26.53
"MS-06R-1 Zaku II","1/100","Master Grade","MG MSV",6523.61,562,26.53
"High Mobility Type Zaku II `Psycho Zaku`","1/144","High Grade","(Gundam Thunderbolt)",6588.29,591,25.58
"MS-07B Gouf","1/100","Master Grade","MG Gundam",6617.52,521,26.53
"MS-06R-2 Zaku II","1/100","Master Grade","MG MSV",6617.52,570,26.53
"MRC-F20 Mobile Sumo","1/100","No-Grade","Turn A Gundam",6638.73,495,23.69
"Zssa","1/144","High Grade","UC",6650.28,472,22.74
"Blaze Zaku Phantom","1/100","No-Grade","SEED Destiny",6770.4,560,24.64
"ORX-005 Gaplant","1/144","High Grade","UC",6820,528,20.85
"GF13-001NH II Hyper Mode Master Gundam","1/100","Master Grade","MG Other Gundam",6820,931,47.38
"GN-001 Gundam Exia","1/100","Master Grade","MG Gundam",6820,595,36.01
"RX-78-2 Gundam Ver.Ka","1/100","Master Grade","MG Gundam",6820,612,30.32
"Gundam F91","1/100","Master Grade","MG Other Gundam",6820,570,30.32
"RX-77-2 Gun Cannon","1/100","Master Grade","MG Gundam",6820,595,28.43
"MS-06F-2 Zaku II Type F2","1/100","Master Grade","MG Gundam",6820,612,28.43
"MS-06F-2 Zaku II Type F2","1/100","Master Grade","MG Gundam",6820,595,28.43
"RX-78/C.A. Char`s Gundam","1/100","Master Grade","MG MSV",6820,640,28.43
"MSZ-006A1 Zeta Plus Test Color Type","1/100","Master Grade","MG Other Gundam",6820,612,28.43
"Gundam Barbatos","1/100","No-Grade","Iron-Blooded Orphans",6820,501,23.69
"Gundam Astray Mirage Frame","1/100","No-Grade","SEED Destiny",6820,506,23.69
"Sword Strike Gundam","1/100","No-Grade","Gundam SEED",6820,489,20.85
"Justice Gundam","1/100","No-Grade","Gundam SEED",6820,500,20.85
"Force Impulse Gundam","1/100","No-Grade","SEED Destiny",6820,446,20.85
"RMS-106 Hi-Zack","1/100","Master Grade","MG Z Gundam",6882,612,28.43
"Full Armor Unicorn Gundam","1/144","High Grade","UC",6944,543,28.43
"RGZ-91 Re-GZ","1/144","High Grade","UC",6944,552,26.53
"PMX-03 THE O","1/144","High Grade","UC",6944,530,22.74
"ORX-005 Gaplant TR-5","1/144","High Grade","UC",6944,576,22.74
"Hyaku Shiki HD Color","1/100","Master Grade","MG Z Gundam",6944,812,45.48
"Gundam Heavyarms EW","1/100","Master Grade","MG Gundam W",6944,616,36.01
"RX-78-2 Gundam Ver. O.Y.W 0079 Animetion Color","1/100","Master Grade","MG Gundam",6944,540,30.32
"RGM-79","1/100","Master Grade","MG Other Gundam",6944,612,28.43
"Gundam F91 Harrison Martin Custom","1/100","Master Grade","MG Other Gundam",6944,490,28.43
"GNY-001F Gundam Astraea Type-F","1/100","No-Grade","Gundam",6944,524,26.53
"Blaze Zaku Phantom Heine Use","1/100","No-Grade","SEED Destiny",6944,555,24.64
"Saviour Gundam","1/100","No-Grade","SEED Destiny",6944,514,24.64
"Regen Duel Gundam","1/100","No-Grade","SEED Destiny",6944,506,23.69
"Aegis Gundam","1/100","No-Grade","Gundam SEED",6944,518,20.85
"Duel Gundam Assault Shroud","1/100","No-Grade","Gundam SEED",6944,499,20.85
"Lunamaria Gunner Zaku Worrier","1/100","No-Grade","SEED Destiny",6978.72,508,21.79
"GM Command","1/100","Master Grade","MG Other Gundam",6988.8,614,33.16
"GN-006 Cherudim Gundam","1/100","No-Grade","Gundam",6988.8,524,24.64
"Miss Sazabi","1/144","High Grade","Build Fighters",7006,485,28.43
"Sazabi","1/144","High Grade","UC",7006,552,26.53
"RX-78-3 Gundam + MS-09RS Rick Dom Char`s Custom Set","1/144","High Grade","UC",7006,551,23.69
"Gundam Sandrock EW","1/100","Master Grade","MG Gundam W",7006,586,36.01
"XXXG-01D Gundam Deathscythe EW Ver.","1/100","Master Grade","MG Gundam W",7006,543,36.01
"RGM-79 GM Ver.2.0","1/100","Master Grade","MG Gundam",7006,583,33.16
"XM-X1 Crossbone Gundam X1 Ver.Ka","1/100","Master Grade","MG Other Gundam",7006,531,33.16
"GNY-001 Gundam Astraea","1/100","No-Grade","Gundam",7006,524,26.53
"MSJ-06II-A Tieren Ground Type","1/100","No-Grade","Gundam",7006,613,26.53
"GN-003 Gundam Kyrios","1/100","No-Grade","Gundam",7006,524,24.64
"GN-007 Arios Gundam","1/100","No-Grade","Gundam",7006,524,24.64
"Legend Gundam","1/100","No-Grade","SEED Destiny",7006,526,24.64
"LM312V04 V Gundam Ver.Ka","1/100","Master Grade","MG V Gundam",7011.2,590,36.01
"*Bargain Item* Byarlant","1/144","High Grade","UC",7023.74,529,24.64
"Gundam Operation V Set","1/144","High Grade","UC",7028.6,613,24.64
"XXXG-01S Shenlong Gundam EW Ver.","1/100","Master Grade","MG Gundam W",7028.6,522,36.01
"XXXG-01W Wing Gundam EW Ver.","1/100","Master Grade","MG Gundam W",7028.6,606,33.16
"Freedom Gundam","1/100","No-Grade","Gundam SEED",7040,529,20.85
"Gundam AGE-1 Spallow","1/100","Master Grade","MG Gundam AGE",7041.03,479,33.16
"Grimgerde","1/100","No-Grade","Iron-Blooded Orphans",7041.03,471,23.69
"Graze","1/100","No-Grade","Iron-Blooded Orphans",7058.69,485,28.43
